page_id,product,terminal,level,parent_id,title,route,primary_role,purpose,components,primary_actions,states,api_domains,priority,acceptance,is_leaf
PAGE-151,乐趣宝,PC与移动H5,4,PAGE-150,权益配置,/bao/page-151,总部授权角色,完成“权益配置”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-152,乐趣宝,PC与移动H5,4,PAGE-150,订阅与收益结算,/bao/page-152,总部财务,按实际到账、直接成本和规则版本计算三方收益,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,对账;锁定;结算;冲回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription-ledger;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-153,乐趣宝,PC与移动H5,3,PAGE-146,收益规则,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-154,乐趣宝,PC与移动H5,4,PAGE-153,永久收益权台账,/bao/page-154,财务或审计角色,完成“永久收益权台账”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-155,乐趣宝,PC与移动H5,4,PAGE-153,分配规则版本,/bao/page-155,按页面权限,完成“分配规则版本”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-156,乐趣宝,PC与移动H5,4,PAGE-153,成本目录,/bao/page-156,财务或审计角色,完成“成本目录”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-157,乐趣宝,PC与移动H5,4,PAGE-153,月结批次,/bao/page-157,按页面权限,完成“月结批次”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-158,乐趣宝,PC与移动H5,5,PAGE-157,差异处理,/bao/page-158,按页面权限,完成“差异处理”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-159,乐趣宝,PC与移动H5,4,PAGE-153,算力包净利润,/bao/page-159,按页面权限,完成“算力包净利润”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-160,乐趣宝,PC与移动H5,4,PAGE-153,收益转让审批,/bao/page-160,财务或审计角色,完成“收益转让审批”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-161,乐趣宝,PC与移动H5,3,PAGE-146,渠道伙伴,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-162,乐趣宝,PC与移动H5,4,PAGE-161,伙伴与区域,/bao/page-162,按页面权限,完成“伙伴与区域”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-163,乐趣宝,PC与移动H5,3,PAGE-146,插件治理,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-164,乐趣宝,PC与移动H5,4,PAGE-163,审核与熔断,/bao/page-164,按页面权限,完成“审核与熔断”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,miniapp;wechat-open;release,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-165,乐趣宝,PC与移动H5,3,PAGE-146,模型与任务,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-166,乐趣宝,PC与移动H5,4,PAGE-165,模型路由与预算,/bao/page-166,总部授权角色,完成“模型路由与预算”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-167,乐趣宝,PC与移动H5,4,PAGE-165,任务与失败队列,/bao/page-167,按页面权限,完成“任务与失败队列”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-168,乐趣宝,PC与移动H5,3,PAGE-146,安全与审计,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-169,乐趣宝,PC与移动H5,4,PAGE-168,临时支持授权,/bao/page-169,商户管理员,完成“临时支持授权”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-170,乐趣宝,PC与移动H5,4,PAGE-168,全局审计,/bao/page-170,总部授权角色,完成“全局审计”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-171,乐趣宝,移动端H5,2,,移动工作台,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-172,乐趣宝,移动端H5,3,PAGE-171,首页,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-173,乐趣宝,移动端H5,4,PAGE-172,今日待办,/bao/page-173,按页面权限,完成“今日待办”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-174,乐趣宝,移动端H5,3,PAGE-171,AI建档,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-175,乐趣宝,移动端H5,4,PAGE-174,对话建档,/bao/page-175,商务;商户管理员,通过文字、图片、文件和语音完成商家资料整理,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,拍照;发送文件;发送语音;确认,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,merchant-intake;agent;attachment,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-176,乐趣宝,移动端H5,4,PAGE-174,拍照与文件,/bao/page-176,按页面权限,完成“拍照与文件”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-177,乐趣宝,移动端H5,4,PAGE-174,语音补充,/bao/page-177,按页面权限,完成“语音补充”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-178,乐趣宝,移动端H5,4,PAGE-174,识别确认,/bao/page-178,商务;商户管理员,核对AI提取字段、缺项、冲突和发布影响,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,更正;确认;继续,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,merchant-intake;confirmation,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-179,乐趣宝,移动端H5,3,PAGE-171,商务交付,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-180,乐趣宝,移动端H5,4,PAGE-179,交付进度,/bao/page-180,商务与区县合作伙伴,完成“交付进度”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-181,乐趣宝,移动端H5,4,PAGE-179,商户确认协助,/bao/page-181,按页面权限,完成“商户确认协助”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-182,乐趣宝,移动端H5,3,PAGE-171,商务收益,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-183,乐趣宝,移动端H5,4,PAGE-182,收益总览,/bao/page-183,财务或审计角色,完成“收益总览”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-184,乐趣宝,移动端H5,4,PAGE-182,商户收益,/bao/page-184,财务或审计角色,完成“商户收益”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-185,乐趣宝,移动端H5,4,PAGE-182,成本明细,/bao/page-185,财务或审计角色,完成“成本明细”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-186,乐趣宝,移动端H5,3,PAGE-171,客服,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-187,乐趣宝,移动端H5,4,PAGE-186,待接管会话,/bao/page-187,客服与店长,完成“待接管会话”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-188,乐趣宝,移动端H5,4,PAGE-186,人工会话,/bao/page-188,客服与店长,完成“人工会话”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-189,乐趣宝,移动端H5,4,PAGE-186,客户档案摘要,/bao/page-189,按页面权限,完成“客户档案摘要”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-190,乐趣宝,移动端H5,3,PAGE-171,核销,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-191,乐趣宝,移动端H5,4,PAGE-190,扫码核销,/bao/page-191,按页面权限,完成“扫码核销”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-192,乐趣宝,移动端H5,3,PAGE-171,消息,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-193,乐趣宝,移动端H5,4,PAGE-192,内部通知,/bao/page-193,按页面权限,完成“内部通知”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-194,乐趣宝,移动端H5,3,PAGE-171,我的,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-195,乐趣宝,移动端H5,4,PAGE-194,身份与权限,/bao/page-195,按页面权限,完成“身份与权限”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-196,乐趣生活,微信小程序,2,,生活,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-197,乐趣生活,微信小程序,3,PAGE-196,首页,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-198,乐趣生活,微信小程序,4,PAGE-197,城市与推荐,/life/page-198,按页面权限,完成“城市与推荐”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-199,乐趣生活,微信小程序,3,PAGE-196,分类,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-200,乐趣生活,微信小程序,4,PAGE-199,一级分类,/life/page-200,按页面权限,完成“一级分类”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-201,乐趣生活,微信小程序,4,PAGE-199,分类商品列表,/life/page-201,按页面权限,完成“分类商品列表”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-202,乐趣生活,微信小程序,3,PAGE-196,搜索,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-203,乐趣生活,微信小程序,4,PAGE-202,综合搜索,/life/page-203,按页面权限,完成“综合搜索”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-204,乐趣生活,微信小程序,4,PAGE-202,搜索结果,/life/page-204,按页面权限,完成“搜索结果”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-205,乐趣生活,微信小程序,2,,商城,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-206,乐趣生活,微信小程序,3,PAGE-205,首页,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-207,乐趣生活,微信小程序,4,PAGE-206,商城精选,/life/page-207,按页面权限,完成“商城精选”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-208,乐趣生活,微信小程序,3,PAGE-205,商品,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-209,乐趣生活,微信小程序,4,PAGE-208,商品详情,/life/page-209,消费者,完成“商品详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-210,乐趣生活,微信小程序,4,PAGE-208,规格选择,/life/page-210,按页面权限,完成“规格选择”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-211,乐趣生活,微信小程序,4,PAGE-208,溯源报告,/life/page-211,按页面权限,完成“溯源报告”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-212,乐趣生活,微信小程序,3,PAGE-205,活动,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-213,乐趣生活,微信小程序,4,PAGE-212,活动会场,/life/page-213,按页面权限,完成“活动会场”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-214,乐趣生活,微信小程序,2,,生活圈,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-215,乐趣生活,微信小程序,3,PAGE-214,首页,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-216,乐趣生活,微信小程序,4,PAGE-215,附近推荐,/life/page-216,按页面权限,完成“附近推荐”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,geo;merchant-master,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-217,乐趣生活,微信小程序,3,PAGE-214,商家,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-218,乐趣生活,微信小程序,4,PAGE-217,商家详情,/life/page-218,按页面权限,完成“商家详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-219,乐趣生活,微信小程序,4,PAGE-217,门店地图,/life/page-219,按页面权限,完成“门店地图”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,geo;merchant-master,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-220,乐趣生活,微信小程序,3,PAGE-214,团购,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-221,乐趣生活,微信小程序,4,PAGE-220,团购详情,/life/page-221,消费者,完成“团购详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-222,乐趣生活,微信小程序,2,,购物车,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-223,乐趣生活,微信小程序,3,PAGE-222,列表,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-224,乐趣生活,微信小程序,4,PAGE-223,购物车,/life/page-224,消费者,完成“购物车”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-225,乐趣生活,微信小程序,2,,结算,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-226,乐趣生活,微信小程序,3,PAGE-225,确认订单,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-227,乐趣生活,微信小程序,4,PAGE-226,地址与配送,/life/page-227,按页面权限,完成“地址与配送”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-228,乐趣生活,微信小程序,4,PAGE-226,优惠与奖励,/life/page-228,按页面权限,完成“优惠与奖励”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-229,乐趣生活,微信小程序,4,PAGE-226,订单确认,/life/page-229,消费者,完成“订单确认”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
